name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Ralts,Trasla,LTR,RC8,Basic,Psychic,40,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC8_R_EN_LG.png,LTR-RC8,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Ralts-LTRRC8?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Hypnotic Gaze || The Defending Pokémon is now Asleep. || PC Pound 20 || Weakness: Psychic Resistance: none Retreat: 1,
Kirlia,Kirlia,LTR,RC9,Stage 1,Psychic,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC9_R_EN_LG.png,LTR-RC9,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Kirlia-LTRRC9?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Tiptoe Step || Draw a card for each [ P ] Energy attached to this Pokémon. || PC Double Slap 20× || Flip 2 coins. This attack does 20 damage times the number of heads. || Weakness: Psychic Resistance: none Retreat: 1,
Tangela,Tangela,LTR,1,Basic,Grass,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_001_R_EN_LG.png,LTR-1,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Tangela-LTR1?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"G Beat 10 || GCC Flog 20+ || Flip a coin. If heads, this attack does 20 more damage. || Weakness: Fire Resistance: Water Retreat: 2",
Tangrowth,Tangoloss,LTR,2,Stage 1,Grass,120,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_002_R_EN_LG.png,LTR-2,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Tangrowth-LTR2?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"G Bind Down 30 || The Defending Pokémon can't retreat during your opponent's next turn. || GGCC Flog 60+ || Flip a coin. If heads, this attack does 30 more damage. || Weakness: Fire Resistance: Water Retreat: 4",
Shuckle,Pottrott,LTR,3,Basic,Grass,80,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_003_R_EN_LG.png,LTR-3,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Shuckle-LTR3?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,G Share || Heal 40 damage from 1 of your Benched Pokémon. || GGC Double Stab 40× || Flip 2 coins. This attack does 40 damage times the number of heads. || Weakness: Fire Resistance: none Retreat: 1,
Cherubi,Kikugi,LTR,4,Basic,Grass,40,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_004_R_EN_LG.png,LTR-4,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Cherubi-LTR4?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Double Spin 10× || Flip 2 coins. This attack does 10 damage times the number of heads. || Weakness: Fire Resistance: Water Retreat: 1,
Carnivine,Venuflibis,LTR,5,Basic,Grass,80,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_005_R_EN_LG.png,LTR-5,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Carnivine-LTR5?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"GC Ambush Bite 20+ || Flip a coin. If heads, this attack does 20 more damage and discard an Energy attached to the Defending Pokémon. || Weakness: Fire Resistance: Water Retreat: 2",
Snivy,Serpifeu,LTR,6,Basic,Grass,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_006_R_EN_LG.png,"BLW-2,LTR-6",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Snivy-LTR6?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"GC Leaf Blade 10+ || Flip a coin. If heads, this attack does 30 more damage. || Weakness: Fire Resistance: Water Retreat: 1",GC Laubklinge 10+ || Wirf 1 Münze. Bei „Kopf“ fügt dieser Angriff 30 weitere Schadenspunkte zu.
Servine,Efoserp,LTR,7,Stage 1,Grass,80,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_007_R_EN_LG.png,"BLW-4,LTR-7",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Servine-LTR7?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"GC Wring Out 30 || Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy attached to the Defending Pokémon. || Weakness: Fire Resistance: Water Retreat: 1",GC Auswringen 30 || Wirf 1 Münze. Bei „Kopf“ ist das Verteidigende Pokémon jetzt paralysiert. Lege außerdem 1 an das Verteidigende Pokémon angelegte Energie auf den Ablagestapel deines Gegners.
Serperior,Serpiroyal,LTR,8,Stage 2,Grass,130,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_008_R_EN_LG.png,"BLW-6,BWP-20,DRX-125,LTR-8",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Serperior-LTR8?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Royal Heal || At any time between turns, heal 10 damage from each of your Pokémon. || GC Leaf Tornado 60 || Move as many [ G ] Energy attached to your Pokémon to your other Pokémon in any way you like. || Weakness: Fire Resistance: Water Retreat: 1",[Ability] Königsheiler || Heile zu einem beliebigen Zeitpunkt zwischen den Zügen 10 Schadenspunkte bei jedem deiner Pokémon. || GC Grasmixer 60 || Verschiebe beliebig viele an deine Pokémon angelegten [ G ] -Energien nach Belieben auf deine anderen Pokémon.
Sewaddle,Strawickl,LTR,9,Basic,Grass,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_009_R_EN_LG.png,"LTR-9,NVI-1",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Sewaddle-LTR9?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,GC Leaf Boomerang 20× || Flip 2 coins. This attack does 20 damage times the number of heads. || Weakness: Fire Resistance: none Retreat: 1,GC Blätter-Bumerang 20× || Wirf 2 Münzen. Dieser Angriff fügt 20 Schadenspunkte mal der Anzahl „Kopf“ zu.
Sewaddle,Strawickl,LTR,10,Basic,Grass,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_010_R_EN_LG.png,LTR-10,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Sewaddle-LTR10?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Gnaw 20 || Weakness: Fire Resistance: none Retreat: 1,
Swadloon,Folikon,LTR,11,Stage 1,Grass,70,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_011_R_EN_LG.png,"LTR-11,NVI-2",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Swadloon-LTR11?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"G Tackle 20 || CC String Shot 20 || Flip a coin. If heads, the Defending Pokémon is now Paralyzed. || Weakness: Fire Resistance: none Retreat: 1",G Tackle 20 || CC Fadenschuss 20 || Wirf 1 Münze. Bei „Kopf“ ist das Verteidigende Pokémon jetzt paralysiert.
Leavanny,Matrifol,LTR,12,Stage 2,Grass,130,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_012_R_EN_LG.png,"LTR-12,NVI-3",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Leavanny-LTR12?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Leaf Tailor || Each of your Pokémon that has any Energy attached to it has no Weakness. || GCC Cutting Arm 40+ || Flip 2 coins. This attack does 20 more damage for each heads. || Weakness: Fire Resistance: none Retreat: 2,"[Ability] Blattschneider || Jedes deiner Pokémon, an dem Energie angelegt ist, hat keine Schwäche. || GCC Schneidarm 40+ || Wirf 2 Münzen. Dieser Angriff fügt 20 weitere Schadenspunkte mal der Anzahl „Kopf“ zu."
Dwebble,Lithomith,LTR,13,Basic,Grass,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_013_R_EN_LG.png,LTR-13,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Dwebble-LTR13?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,GC Bug Bite 20 || Weakness: Fire Resistance: none Retreat: 2,
Crustle,Castellith,LTR,14,Stage 1,Grass,100,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_014_R_EN_LG.png,LTR-14,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Crustle-LTR14?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Hard Press 30 || Flip a coin. If heads, the Defending Pokémon is now Paralyzed. || GCC Hammer In 70 || Weakness: Fire Resistance: none Retreat: 2",
Virizion,Viridium,LTR,15,Basic,Grass,110,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_015_R_EN_LG.png,"LTR-15,NVI-13,NVI-97,PLB-103",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Virizion-LTR15?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Double Draw || Draw 2 cards. || GC Leaf Wallop 40 || During your next turn, this Pokémon's Leaf Wallop attack does 40 more damage (before applying Weakness and Resistance) . || Weakness: Fire Resistance: Water Retreat: 1",C Zweifachzug || Ziehe 2 Karten. || GC Blattprügel 40 || Während deines nächsten Zuges fügt die Attacke Blattprügel dieses Pokémon 40 weitere Schadenspunkte zu (bevor Schwäche und Resistenz verrechnet werden) .
Genesect,Genesect,LTR,16,Basic,Grass,110,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_016_R_EN_LG.png,LTR-16,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Genesect-LTR16?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,G Slash 20 || CCCC Gaia Blaster 50+ || Does 20 more damage for each [ G ] Energy attached to this Pokémon. || Weakness: Fire Resistance: none Retreat: 1,
Charmander,Glumanda,LTR,17,Basic,Fire,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_017_R_EN_LG.png,"BCR-18,LTR-17",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Charmander-LTR17?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,R Draw In || Attach 2 [ R ] Energy cards from your discard pile to this Pokémon. || RC Flare 20 || Weakness: Water Resistance: none Retreat: 2,R Ansaugen || RC Flackern 20
Charmeleon,Glutexo,LTR,18,Stage 1,Fire,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_018_R_EN_LG.png,"BCR-19,LTR-18",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Charmeleon-LTR18?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,R Flare 20 || RCC Raging Claws 50+ || Does 10 more damage for each damage counter on this Pokémon. || Weakness: Water Resistance: none Retreat: 2,R Flackern 20 || RCC Wutklauen 50+
Charizard,Glurak,LTR,19,Stage 2,Fire,160,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_019_R_EN_LG.png,"BCR-20,LTR-19,PLS-136",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Charizard-LTR19?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,RCC Split Bomb || This attack does 40 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) || RCCCC Scorching Fire 150 || Discard a [ R ] Energy attached to this Pokémon. || Weakness: Water Resistance: none Retreat: 3,RCC Splitterbombe || RCCCC Versengendes Feuer 150
Vulpix,Vulpix,LTR,20,Basic,Fire,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_020_R_EN_LG.png,LTR-20,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Vulpix-LTR20?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"RC Firebreathing 20+ || Flip a coin. If heads, this attack does 10 more damage. || Weakness: Water Resistance: none Retreat: 1",
Ninetales,Vulnona,LTR,21,Stage 1,Fire,90,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_021_R_EN_LG.png,LTR-21,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Ninetales-LTR21?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CCC Color Coordination 50+ || If this Pokémon has any basic Energy attached to it that is the same type as the Defending Pokémon, this attack does 40 more damage. || Weakness: Water Resistance: none Retreat: 1",
Moltres,Lavados,LTR,22,Basic,Fire,120,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_022_R_EN_LG.png,"LTR-22,NXD-14",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Moltres-LTR22?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,RCC Searing Flame 50 || The Defending Pokémon is now Burned. || RCCC Fire Blast 90 || Discard a [ R ] Energy attached to this Pokémon. || Weakness: Water Resistance: Fighting Retreat: 2,RCC Sengende Flammen 50 || Das Verteidigende Pokémon ist jetzt verbrannt. || RCCC Feuersturm 90 || Lege 1 an dieses Pokémon angelegte [ R ] -Energie auf deinen Ablagestapel.
Victini,Victini,LTR,23,Basic,Fire,60,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_023_R_EN_LG.png,"BWP-32,LTR-23,NVI-14,NVI-98",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Victini-LTR23?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Victory Star || Once during your turn, after you flip any coins for an attack, you may ignore all effects of those coin flips and begin flipping those coins again. You can't use more than 1 Victory Star Ability each turn. || RC Stored Power 30 || Move all Energy attached to this Pokémon to 1 of your Benched Pokémon. || Weakness: Water Resistance: none Retreat: 1","[Ability] Triumphstern || Einmal während deines Zuges, nachdem du Münzen für eine Attacke geworfen hast, kannst du alle daraus resultierenden Effekte ignorieren und die Münzen erneut werfen. Du kannst die Fähigkeit Triumphstern nur einmal pro Zug einsetzen. || RC Kraftvorrat 30 || Verschiebe alle an dieses Pokémon angelegte Energie auf 1 Pokémon auf deiner Bank."
Victini-EX,Victini-EX,LTR,24,Basic,Fire,110,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_024_R_EN_LG.png,"LTR-24,PLS-131,PLS-18",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Victini-EX-LTR24?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"R Turbo Energize || Search your deck for 2 basic Energy cards and attach them to your Benched Pokémon in any way you like. Shuffle your deck afterward. || RCC Intensifying Burn 50+ || If the Defending Pokémon is a Pokémon-EX, this attack does 50 more damage. || Weakness: Water Resistance: none Retreat: 1","R Schubenergie || Durchsuche dein Deck nach 2 Basis-Energiekarten und lege sie beliebig an die Pokémon auf deiner Bank an. Mische anschließend dein Deck. || RCC Brandverstärker 50+ || Wenn das Verteidigende Pokémon ein Pokémon-EX ist, fügt dieser Angriff 50 weitere Schadenspunkte zu."
Tepig,Floink,LTR,25,Basic,Fire,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_025_R_EN_LG.png,"BLW-16,LTR-25",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Tepig-LTR25?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,RC Take Down 30 || This Pokémon does 10 damage to itself. || Weakness: Water Resistance: none Retreat: 2,RC Bodycheck 30 || Dieses Pokémon fügt sich selbst 10 Schadenspunkte zu.
Pignite,Ferkokel,LTR,26,Stage 1,Fire,100,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_026_R_EN_LG.png,"BLW-18,LTR-26",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Pignite-LTR26?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Rollout 20 || RRC Flamethrower 70 || Discard an Energy attached to this Pokémon. || Weakness: Water Resistance: none Retreat: 3,CC Walzer 20 || RRC Flammenwurf 70 || Lege 1 an dieses Pokémon angelegte Energie auf deinen Ablagestapel.
Emboar,Flambirex,LTR,27,Stage 2,Fire,150,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_027_R_EN_LG.png,"BLW-20,BWP-21,LTR-27,NXD-100",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Emboar-LTR27?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Inferno Fandango || As often as you like during your turn (before your attack) , you may attach a [ R ] Energy card from your hand to 1 of your Pokémon. || RRCC Heat Crash 80 || Weakness: Water Resistance: none Retreat: 4",[Ability] Tango Ingerno || Beliebig oft während deines Zuges (vor deinem Angriff) kannst du 1 [ R ] -Energiekarte von deiner Hand an 1 deiner Pokémon anlegen. || RRCC Brandstempel 80
Reshiram,Reshiram,LTR,28,Basic,Fire,130,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_028_R_EN_LG.png,"BLW-113,BLW-26,BWP-23,BWP-4,CEL-CC20,LTR-114,LTR-28,LTR-RC22,NXD-21",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Reshiram-LTR28?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Outrage 20+ || Does 10 more damage for each damage counter on this Pokémon. || RRC Blue Flare 120 || Discard 2 [ R ] Energy attached to this Pokémon. || Weakness: Water Resistance: none Retreat: 2,CC Wutanfall 20+ || Dieser Angriff fügt 10 weitere Schadenspunkte für jede Schadensmarke auf diesem Pokémon zu. || RRC Blauflammen 120 || Lege 2 an dieses Pokémon angelegte [ R ] -Energien auf deinen Ablagestapel.
Reshiram-EX,Reshiram-EX,LTR,29,Basic,Fire,180,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_029_R_EN_LG.png,"BWP-36,LTR-29,NXD-22,NXD-95",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Reshiram-EX-LTR29?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"RCC Glinting Claw 50+ || Flip a coin. If heads, this attack does 30 more damage. || RRCC Brave Fire 150 || Flip a coin. If tails, this Pokémon does 50 damage to itself. || Weakness: Water Resistance: none Retreat: 3",RCC Schimmernde Klaue 50+ || Wirf 1 Münze. Bei „Kopf“ fügt dieser Angriff 30 weitere Schadenspunkte zu. || RRCC Tapferes Feuer 150 || Wirf 1 Münze. Bei „Zahl“ fügt sich dieses Pokémon selbst 50 Schadenspunkte zu.
Magikarp,Karpador,LTR,30,Basic,Water,30,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_030_R_EN_LG.png,LTR-30,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Magikarp-LTR30?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Flailing Flop 10 || Flip a coin. If tails, this Pokémon does 10 damage to itself. || Weakness: Lightning Resistance: none Retreat: 1",
Gyarados,Garados,LTR,31,Stage 1,Water,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_031_R_EN_LG.png,LTR-31,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Gyarados-LTR31?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,WC Howling Rampage 20× || Does 20 damage times the number of Prize cards both players have taken. || WWCCC Hydro Splash 120 || Weakness: Lightning Resistance: none Retreat: 3,
Articuno,Arktos,LTR,32,Basic,Water,120,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_032_R_EN_LG.png,"LTR-32,NXD-27",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Articuno-LTR32?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"WCC Ice Beam 50 || Flip a coin. If heads, the Defending Pokémon is now Paralyzed. || WCCC Ice Wing 80 || Weakness: Metal Resistance: Fighting Retreat: 2",WCC Eisstrahl 50 || Wirf 1 Münze. Bei „Kopf“ ist das Verteidigende Pokémon jetzt paralysiert. || WCCC Frostschwinge 80
Piplup,Plinfa,LTR,33,Basic,Water,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_033_R_EN_LG.png,LTR-33,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Piplup-LTR33?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"WC Water Splash 10+ || Flip a coin. If heads, this attack does 20 more damage. || Weakness: Lightning Resistance: none Retreat: 1",
Prinplup,Pliprin,LTR,34,Stage 1,Water,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_034_R_EN_LG.png,LTR-34,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Prinplup-LTR34?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"WC Water Splash 20+ || Flip a coin. If heads, this attack does 30 more damage. || Weakness: Lightning Resistance: none Retreat: 2",
