Set	No.	Code	Type	Rarity	USD	EUR	Result	Set Count	Hilfe	Type vereinfacht
WHT	75	Herdier	CStage 1	Common	$0.10	0.03€	Herdier WHT 75	144	Herdier WHT	Pokémon
WHT	76	Stoutland	CStage 2	Uncommon	$0.08	0.05€	Stoutland WHT 76	144	Stoutland WHT	Pokémon
WHT	77	Bouffalant ex	CBasic	Double Rare	$0.37	0.42€	Bouffalant ex WHT 77	144	Bouffalant ex WHT	Pokémon
WHT	78	Tornadus	CBasic	Rare	$0.11	0.05€	Tornadus WHT 78	144	Tornadus WHT	Pokémon
WHT	79	Antique Plume Fossil	Item	Common	$0.12	0.05€	Antique Plume Fossil WHT 79	144	Antique Plume Fossil WHT	Item
WHT	80	Brave Bangle	Tool	Uncommon	$1.75	0.80€	Brave Bangle WHT 80	144	Brave Bangle WHT	Tool
WHT	81	Cheren	Supporter	Uncommon	$0.11	0.05€	Cheren WHT 81	144	Cheren WHT	Supporter
WHT	82	Energy Retrieval	Item	Uncommon	$0.14	0.10€	Energy Retrieval WHT 82	144	Energy Retrieval WHT	Item
WHT	83	Harlequin	Supporter	Uncommon	$0.09	0.06€	Harlequin WHT 83	144	Harlequin WHT	Supporter
WHT	84	Hilda	Supporter	Uncommon	$3.15	0.77€	Hilda WHT 84	144	Hilda WHT	Supporter
WHT	85	Tool Scrapper	Item	Uncommon	$0.41	0.30€	Tool Scrapper WHT 85	144	Tool Scrapper WHT	Item
WHT	86	Ignition Energy	Special Energy	Uncommon	$0.91	0.38€	Ignition Energy WHT 86	144	Ignition Energy WHT	Special Energy
WHT	87	Sewaddle	GBasic	Art Rare	$13.75	7.56€	Sewaddle WHT 87	144	Sewaddle WHT	Pokémon
WHT	88	Swadloon	GStage 1	Art Rare	$10.82	12.23€	Swadloon WHT 88	144	Swadloon WHT	Pokémon
WHT	89	Leavanny	GStage 2	Art Rare	$17.93	15.00€	Leavanny WHT 89	144	Leavanny WHT	Pokémon
WHT	90	Cottonee	GBasic	Art Rare	$7.56	6.10€	Cottonee WHT 90	144	Cottonee WHT	Pokémon
WHT	91	Deerling	GBasic	Art Rare	$18.81	11.59€	Deerling WHT 91	144	Deerling WHT	Pokémon
WHT	92	Sawsbuck	GStage 1	Art Rare	$17.96	8.31€	Sawsbuck WHT 92	144	Sawsbuck WHT	Pokémon
WHT	93	Shelmet	GBasic	Art Rare	$6.24	15.85€	Shelmet WHT 93	144	Shelmet WHT	Pokémon
WHT	94	Accelgor	GStage 1	Art Rare	$13.79	9.00€	Accelgor WHT 94	144	Accelgor WHT	Pokémon
WHT	95	Virizion	GBasic	Art Rare	$19.67	19.45€	Virizion WHT 95	144	Virizion WHT	Pokémon
WHT	96	Tepig	RBasic	Art Rare	$26.04	15.59€	Tepig WHT 96	144	Tepig WHT	Pokémon
WHT	97	Pignite	RStage 1	Art Rare	$9.56	9.71€	Pignite WHT 97	144	Pignite WHT	Pokémon
WHT	98	Emboar	RStage 2	Art Rare	$21.32	24.33€	Emboar WHT 98	144	Emboar WHT	Pokémon
WHT	99	Pansear	RBasic	Art Rare	$9.46	-	Pansear WHT 99	144	Pansear WHT	Pokémon
WHT	100	Simisear	RStage 1	Art Rare	$7.14	10.60€	Simisear WHT 100	144	Simisear WHT	Pokémon
WHT	101	Litwick	RBasic	Art Rare	$13.56	9.16€	Litwick WHT 101	144	Litwick WHT	Pokémon
WHT	102	Lampent	RStage 1	Art Rare	$10.28	9.58€	Lampent WHT 102	144	Lampent WHT	Pokémon
WHT	103	Chandelure	RStage 2	Art Rare	$47.38	18.69€	Chandelure WHT 103	144	Chandelure WHT	Pokémon
WHT	104	Heatmor	RBasic	Art Rare	$5.28	4.99€	Heatmor WHT 104	144	Heatmor WHT	Pokémon
WHT	105	Oshawott	WBasic	Art Rare	$40.71	25.38€	Oshawott WHT 105	144	Oshawott WHT	Pokémon
WHT	106	Dewott	WStage 1	Art Rare	$13.82	8.21€	Dewott WHT 106	144	Dewott WHT	Pokémon
WHT	107	Samurott	WStage 2	Art Rare	$39.68	29.31€	Samurott WHT 107	144	Samurott WHT	Pokémon
WHT	108	Basculin	WBasic	Art Rare	$6.10	6.61€	Basculin WHT 108	144	Basculin WHT	Pokémon
WHT	109	Ducklett	WBasic	Art Rare	$14.17	13.80€	Ducklett WHT 109	144	Ducklett WHT	Pokémon
WHT	110	Swanna	WStage 1	Art Rare	$9.38	12.19€	Swanna WHT 110	144	Swanna WHT	Pokémon
WHT	111	Vanillite	WBasic	Art Rare	$9.03	9.21€	Vanillite WHT 111	144	Vanillite WHT	Pokémon
WHT	112	Vanillish	WStage 1	Art Rare	$7.20	9.48€	Vanillish WHT 112	144	Vanillish WHT	Pokémon
WHT	113	Vanilluxe	WStage 2	Art Rare	$14.76	10.00€	Vanilluxe WHT 113	144	Vanilluxe WHT	Pokémon
WHT	114	Blitzle	LBasic	Art Rare	$6.38	8.69€	Blitzle WHT 114	144	Blitzle WHT	Pokémon
WHT	115	Zebstrika	LStage 1	Art Rare	$21.72	14.00€	Zebstrika WHT 115	144	Zebstrika WHT	Pokémon
WHT	116	Joltik	LBasic	Art Rare	$15.19	9.09€	Joltik WHT 116	144	Joltik WHT	Pokémon
WHT	117	Galvantula	LStage 1	Art Rare	$20.04	17.17€	Galvantula WHT 117	144	Galvantula WHT	Pokémon
WHT	118	Stunfisk	LBasic	Art Rare	$4.84	5.18€	Stunfisk WHT 118	144	Stunfisk WHT	Pokémon
WHT	119	Woobat	PBasic	Art Rare	$11.22	9.79€	Woobat WHT 119	144	Woobat WHT	Pokémon
WHT	120	Swoobat	PStage 1	Art Rare	$9.42	7.31€	Swoobat WHT 120	144	Swoobat WHT	Pokémon
WHT	121	Sigilyph	PBasic	Art Rare	$10.71	16.38€	Sigilyph WHT 121	144	Sigilyph WHT	Pokémon
WHT	122	Yamask	PBasic	Art Rare	$14.25	5.03€	Yamask WHT 122	144	Yamask WHT	Pokémon
WHT	123	Cofagrigus	PStage 1	Art Rare	$21.12	16.92€	Cofagrigus WHT 123	144	Cofagrigus WHT	Pokémon
WHT	124	Gothita	PBasic	Art Rare	$15.98	9.52€	Gothita WHT 124	144	Gothita WHT	Pokémon
WHT	125	Gothorita	PStage 1	Art Rare	$15.72	8.46€	Gothorita WHT 125	144	Gothorita WHT	Pokémon
WHT	126	Frillish	PBasic	Art Rare	$18.73	12.74€	Frillish WHT 126	144	Frillish WHT	Pokémon
WHT	127	Roggenrola	FBasic	Art Rare	$7.66	11.48€	Roggenrola WHT 127	144	Roggenrola WHT	Pokémon
WHT	128	Boldore	FStage 1	Art Rare	$5.07	10.75€	Boldore WHT 128	144	Boldore WHT	Pokémon
WHT	129	Gigalith	FStage 2	Art Rare	$15.66	17.75€	Gigalith WHT 129	144	Gigalith WHT	Pokémon
WHT	130	Sawk	FBasic	Art Rare	$8.44	7.12€	Sawk WHT 130	144	Sawk WHT	Pokémon
WHT	131	Archen	FStage 1	Art Rare	$8.25	8.00€	Archen WHT 131	144	Archen WHT	Pokémon
WHT	132	Archeops	FStage 2	Art Rare	$9.14	9.25€	Archeops WHT 132	144	Archeops WHT	Pokémon
WHT	133	Mienfoo	FBasic	Art Rare	$13.31	8.49€	Mienfoo WHT 133	144	Mienfoo WHT	Pokémon
WHT	134	Mienshao	FStage 1	Art Rare	$22.77	6.19€	Mienshao WHT 134	144	Mienshao WHT	Pokémon
WHT	135	Terrakion	FBasic	Art Rare	$16.06	23.71€	Terrakion WHT 135	144	Terrakion WHT	Pokémon
WHT	136	Purrloin	DBasic	Art Rare	$9.81	10.29€	Purrloin WHT 136	144	Purrloin WHT	Pokémon
WHT	137	Liepard	DStage 1	Art Rare	$17.87	14.39€	Liepard WHT 137	144	Liepard WHT	Pokémon
WHT	138	Scraggy	DBasic	Art Rare	$10.06	7.64€	Scraggy WHT 138	144	Scraggy WHT	Pokémon
WHT	139	Scrafty	DStage 1	Art Rare	$11.09	19.98€	Scrafty WHT 139	144	Scrafty WHT	Pokémon
WHT	140	Trubbish	DBasic	Art Rare	$6.78	2.73€	Trubbish WHT 140	144	Trubbish WHT	Pokémon
WHT	141	Garbodor	DStage 1	Art Rare	$19.04	20.00€	Garbodor WHT 141	144	Garbodor WHT	Pokémon
WHT	142	Zorua	DBasic	Art Rare	$20.72	20.18€	Zorua WHT 142	144	Zorua WHT	Pokémon
WHT	143	Zoroark	DStage 1	Art Rare	$34.63	51.50€	Zoroark WHT 143	144	Zoroark WHT	Pokémon
WHT	144	Vullaby	DBasic	Art Rare	$7.49	8.61€	Vullaby WHT 144	144	Vullaby WHT	Pokémon
WHT	145	Mandibuzz	DStage 1	Art Rare	$10.10	2.99€	Mandibuzz WHT 145	144	Mandibuzz WHT	Pokémon
WHT	146	Deino	DBasic	Art Rare	$14.09	13.99€	Deino WHT 146	144	Deino WHT	Pokémon
WHT	147	Zweilous	DStage 1	Art Rare	$16.54	10.57€	Zweilous WHT 147	144	Zweilous WHT	Pokémon
WHT	148	Ferroseed	MBasic	Art Rare	$5.32	10.00€	Ferroseed WHT 148	144	Ferroseed WHT	Pokémon
WHT	149	Ferrothorn	MStage 1	Art Rare	$9.34	5.50€	Ferrothorn WHT 149	144	Ferrothorn WHT	Pokémon
WHT	150	Durant	MBasic	Art Rare	$5.80	4.35€	Durant WHT 150	144	Durant WHT	Pokémon
WHT	151	Druddigon	NBasic	Art Rare	$21.66	17.66€	Druddigon WHT 151	144	Druddigon WHT	Pokémon
WHT	152	Patrat	CBasic	Art Rare	$6.91	-	Patrat WHT 152	144	Patrat WHT	Pokémon
WHT	153	Watchog	CStage 1	Art Rare	$5.98	10.41€	Watchog WHT 153	144	Watchog WHT	Pokémon
WHT	154	Lillipup	CBasic	Art Rare	$10.84	11.89€	Lillipup WHT 154	144	Lillipup WHT	Pokémon
WHT	155	Herdier	CStage 1	Art Rare	$18.28	7.29€	Herdier WHT 155	144	Herdier WHT	Pokémon
WHT	156	Stoutland	CStage 2	Art Rare	$11.10	10.00€	Stoutland WHT 156	144	Stoutland WHT	Pokémon
WHT	157	Whimsicott ex	GStage 1	Ultra Rare	$2.19	1.52€	Whimsicott ex WHT 157	144	Whimsicott ex WHT	Pokémon
WHT	158	Reshiram ex	RBasic	Ultra Rare	$5.63	4.83€	Reshiram ex WHT 158	144	Reshiram ex WHT	Pokémon
WHT	159	Keldeo ex	WBasic	Ultra Rare	$2.75	3.11€	Keldeo ex WHT 159	144	Keldeo ex WHT	Pokémon
WHT	160	Jellicent ex	PStage 1	Ultra Rare	$9.84	4.30€	Jellicent ex WHT 160	144	Jellicent ex WHT	Pokémon
WHT	161	Hydreigon ex	DStage 2	Ultra Rare	$2.30	2.73€	Hydreigon ex WHT 161	144	Hydreigon ex WHT	Pokémon
WHT	162	Bouffalant ex	CBasic	Ultra Rare	$1.55	2.01€	Bouffalant ex WHT 162	144	Bouffalant ex WHT	Pokémon
WHT	163	Harlequin	Supporter	Ultra Rare	$2.82	2.34€	Harlequin WHT 163	144	Harlequin WHT	Supporter
WHT	164	Hilda	Supporter	Ultra Rare	$20.55	7.88€	Hilda WHT 164	144	Hilda WHT	Supporter
WHT	165	Whimsicott ex	GStage 1	Special Art Rare	$39.54	31.00€	Whimsicott ex WHT 165	144	Whimsicott ex WHT	Pokémon
WHT	166	Reshiram ex	RBasic	Special Art Rare	$202.92	177.95€	Reshiram ex WHT 166	144	Reshiram ex WHT	Pokémon
WHT	167	Keldeo ex	WBasic	Special Art Rare	$68.56	68.42€	Keldeo ex WHT 167	144	Keldeo ex WHT	Pokémon
WHT	168	Jellicent ex	PStage 1	Special Art Rare	$62.28	45.53€	Jellicent ex WHT 168	144	Jellicent ex WHT	Pokémon
WHT	169	Hydreigon ex	DStage 2	Special Art Rare	$98.38	119.01€	Hydreigon ex WHT 169	144	Hydreigon ex WHT	Pokémon
WHT	170	Bouffalant ex	CBasic	Special Art Rare	$31.58	27.32€	Bouffalant ex WHT 170	144	Bouffalant ex WHT	Pokémon
WHT	171	Hilda	Supporter	Special Art Rare	$80.30	40.12€	Hilda WHT 171	144	Hilda WHT	Supporter
WHT	172	Victini	RBasic	Secret Rare	$512.07	375.00€	Victini WHT 172	144	Victini WHT	Pokémon
WHT	173	Reshiram ex	RBasic	Secret Rare	$474.78	382.50€	Reshiram ex WHT 173	144	Reshiram ex WHT	Pokémon
BLK	1	Snivy	GBasic	Common	$0.08	0.03€	Snivy BLK 1	145	Snivy BLK	Pokémon
BLK	2	Servine	GStage 1	Common	$0.10	0.02€	Servine BLK 2	145	Servine BLK	Pokémon
BLK	3	Serperior ex	GStage 2	Double Rare	$0.50	0.49€	Serperior ex BLK 3	145	Serperior ex BLK	Pokémon
BLK	4	Pansage	GBasic	Common	$0.07	0.04€	Pansage BLK 4	145	Pansage BLK	Pokémon
BLK	5	Simisage	GStage 1	Uncommon	$0.07	0.03€	Simisage BLK 5	145	Simisage BLK	Pokémon
BLK	6	Petilil	GBasic	Common	$0.08	0.06€	Petilil BLK 6	145	Petilil BLK	Pokémon
BLK	7	Lilligant	GStage 1	Uncommon	$0.07	0.04€	Lilligant BLK 7	145	Lilligant BLK	Pokémon
BLK	8	Maractus	GBasic	Common	$0.10	0.03€	Maractus BLK 8	145	Maractus BLK	Pokémon
BLK	9	Karrablast	GBasic	Common	$0.07	0.06€	Karrablast BLK 9	145	Karrablast BLK	Pokémon
BLK	10	Foongus	GBasic	Common	$0.07	0.07€	Foongus BLK 10	145	Foongus BLK	Pokémon
BLK	11	Amoonguss	GStage 1	Uncommon	$0.07	0.06€	Amoonguss BLK 11	145	Amoonguss BLK	Pokémon
BLK	12	Victini	RBasic	Rare	$0.16	0.10€	Victini BLK 12	145	Victini BLK	Pokémon
BLK	13	Darumaka	RBasic	Common	$0.06	0.03€	Darumaka BLK 13	145	Darumaka BLK	Pokémon
BLK	14	Darmanitan	RStage 1	Uncommon	$0.08	0.04€	Darmanitan BLK 14	145	Darmanitan BLK	Pokémon
BLK	15	Larvesta	RBasic	Common	$0.07	0.04€	Larvesta BLK 15	145	Larvesta BLK	Pokémon
BLK	16	Volcarona	RStage 1	Rare	$0.14	0.09€	Volcarona BLK 16	145	Volcarona BLK	Pokémon
BLK	17	Panpour	WBasic	Common	$0.06	0.03€	Panpour BLK 17	145	Panpour BLK	Pokémon
BLK	18	Simipour	WStage 1	Uncommon	$0.06	0.04€	Simipour BLK 18	145	Simipour BLK	Pokémon
BLK	19	Tympole	WBasic	Common	$0.05	0.04€	Tympole BLK 19	145	Tympole BLK	Pokémon
BLK	20	Palpitoad	WStage 1	Common	$0.07	0.04€	Palpitoad BLK 20	145	Palpitoad BLK	Pokémon
BLK	21	Seismitoad	WStage 2	Uncommon	$0.06	0.05€	Seismitoad BLK 21	145	Seismitoad BLK	Pokémon
BLK	22	Tirtouga	WStage 1	Uncommon	$0.14	0.09€	Tirtouga BLK 22	145	Tirtouga BLK	Pokémon
BLK	23	Carracosta	WStage 2	Rare	$0.14	0.13€	Carracosta BLK 23	145	Carracosta BLK	Pokémon
BLK	24	Alomomola	WBasic	Uncommon	$0.09	0.08€	Alomomola BLK 24	145	Alomomola BLK	Pokémon
BLK	25	Cubchoo	WBasic	Common	$0.10	0.10€	Cubchoo BLK 25	145	Cubchoo BLK	Pokémon
BLK	26	Beartic	WStage 1	Rare	$0.09	0.09€	Beartic BLK 26	145	Beartic BLK	Pokémon
BLK	27	Cryogonal	WBasic	Uncommon	$0.07	0.04€	Cryogonal BLK 27	145	Cryogonal BLK	Pokémon
BLK	28	Kyurem ex	WBasic	Double Rare	$0.47	0.63€	Kyurem ex BLK 28	145	Kyurem ex BLK	Pokémon
BLK	29	Emolga	LBasic	Common	$0.09	0.04€	Emolga BLK 29	145	Emolga BLK	Pokémon
BLK	30	Tynamo	LBasic	Common	$0.51	0.07€	Tynamo BLK 30	145	Tynamo BLK	Pokémon
BLK	31	Eelektrik	LStage 1	Uncommon	$0.82	0.21€	Eelektrik BLK 31	145	Eelektrik BLK	Pokémon
BLK	32	Eelektross	LStage 2	Uncommon	$0.09	0.04€	Eelektross BLK 32	145	Eelektross BLK	Pokémon
BLK	33	Thundurus	LBasic	Rare	$0.10	0.08€	Thundurus BLK 33	145	Thundurus BLK	Pokémon
BLK	34	Zekrom ex	LBasic	Double Rare	$3.07	0.95€	Zekrom ex BLK 34	145	Zekrom ex BLK	Pokémon
BLK	35	Munna	PBasic	Common	$0.06	0.04€	Munna BLK 35	145	Munna BLK	Pokémon
BLK	36	Musharna	PStage 1	Uncommon	$0.07	0.03€	Musharna BLK 36	145	Musharna BLK	Pokémon
BLK	37	Solosis	PBasic	Common	$0.08	0.03€	Solosis BLK 37	145	Solosis BLK	Pokémon
BLK	38	Duosion	PStage 1	Common	$0.08	0.04€	Duosion BLK 38	145	Duosion BLK	Pokémon
BLK	39	Reuniclus	PStage 2	Uncommon	$0.09	0.05€	Reuniclus BLK 39	145	Reuniclus BLK	Pokémon
BLK	40	Elgyem	PBasic	Common	$0.11	0.12€	Elgyem BLK 40	145	Elgyem BLK	Pokémon
BLK	41	Beheeyem	PStage 1	Uncommon	$0.07	0.04€	Beheeyem BLK 41	145	Beheeyem BLK	Pokémon
BLK	42	Golett	PBasic	Common	$0.06	0.04€	Golett BLK 42	145	Golett BLK	Pokémon
BLK	43	Golurk	PStage 1	Uncommon	$0.07	0.05€	Golurk BLK 43	145	Golurk BLK	Pokémon
BLK	44	Meloetta ex	PBasic	Double Rare	$0.41	0.02€	Meloetta ex BLK 44	145	Meloetta ex BLK	Pokémon
BLK	45	Drilbur	FBasic	Common	$0.07	0.04€	Drilbur BLK 45	145	Drilbur BLK	Pokémon
BLK	46	Excadrill ex	FStage 1	Double Rare	$0.29	0.48€	Excadrill ex BLK 46	145	Excadrill ex BLK	Pokémon
BLK	47	Timburr	FBasic	Common	$0.07	0.05€	Timburr BLK 47	145	Timburr BLK	Pokémon
BLK	48	Gurdurr	FStage 1	Common	$0.05	0.03€	Gurdurr BLK 48	145	Gurdurr BLK	Pokémon
BLK	49	Conkeldurr	FStage 2	Rare	$0.12	0.08€	Conkeldurr BLK 49	145	Conkeldurr BLK	Pokémon
BLK	50	Throh	FBasic	Uncommon	$0.07	0.03€	Throh BLK 50	145	Throh BLK	Pokémon
BLK	51	Dwebble	FBasic	Common	$0.06	0.05€	Dwebble BLK 51	145	Dwebble BLK	Pokémon
BLK	52	Crustle	FStage 1	Uncommon	$0.06	0.06€	Crustle BLK 52	145	Crustle BLK	Pokémon
BLK	53	Landorus	FBasic	Rare	$0.09	0.06€	Landorus BLK 53	145	Landorus BLK	Pokémon
BLK	54	Venipede	DBasic	Common	$0.08	0.05€	Venipede BLK 54	145	Venipede BLK	Pokémon
BLK	55	Whirlipede	DStage 1	Common	$0.07	0.06€	Whirlipede BLK 55	145	Whirlipede BLK	Pokémon
BLK	56	Scolipede	DStage 2	Uncommon	$0.06	0.07€	Scolipede BLK 56	145	Scolipede BLK	Pokémon
BLK	57	Sandile	DBasic	Common	$0.06	0.03€	Sandile BLK 57	145	Sandile BLK	Pokémon
BLK	58	Krokorok	DStage 1	Common	$0.09	0.03€	Krokorok BLK 58	145	Krokorok BLK	Pokémon
BLK	59	Krookodile	DStage 2	Uncommon	$0.08	0.03€	Krookodile BLK 59	145	Krookodile BLK	Pokémon
BLK	60	Escavalier	MStage 1	Uncommon	$0.08	0.04€	Escavalier BLK 60	145	Escavalier BLK	Pokémon
BLK	61	Klink	MBasic	Common	$0.09	0.06€	Klink BLK 61	145	Klink BLK	Pokémon
BLK	62	Klang	MStage 1	Common	$0.07	0.03€	Klang BLK 62	145	Klang BLK	Pokémon
BLK	63	Klinklang	MStage 2	Rare	$0.11	0.07€	Klinklang BLK 63	145	Klinklang BLK	Pokémon
BLK	64	Pawniard	MBasic	Common	$0.07	0.04€	Pawniard BLK 64	145	Pawniard BLK	Pokémon
BLK	65	Bisharp	MStage 1	Uncommon	$0.06	0.05€	Bisharp BLK 65	145	Bisharp BLK	Pokémon
BLK	66	Cobalion	MBasic	Rare	$0.11	0.11€	Cobalion BLK 66	145	Cobalion BLK	Pokémon
BLK	67	Genesect ex	MBasic	Double Rare	$8.24	2.88€	Genesect ex BLK 67	145	Genesect ex BLK	Pokémon
BLK	68	Axew	NBasic	Common	$0.07	0.04€	Axew BLK 68	145	Axew BLK	Pokémon
BLK	69	Fraxure	NStage 1	Common	$0.07	0.03€	Fraxure BLK 69	145	Fraxure BLK	Pokémon
BLK	70	Haxorus	NStage 2	Rare	$0.13	0.10€	Haxorus BLK 70	145	Haxorus BLK	Pokémon
BLK	71	Pidove	CBasic	Common	$0.07	0.03€	Pidove BLK 71	145	Pidove BLK	Pokémon
BLK	72	Tranquill	CStage 1	Common	$0.06	0.04€	Tranquill BLK 72	145	Tranquill BLK	Pokémon
BLK	73	Unfezant	CStage 2	Uncommon	$0.07	0.04€	Unfezant BLK 73	145	Unfezant BLK	Pokémon
BLK	74	Audino	CBasic	Common	$0.07	0.05€	Audino BLK 74	145	Audino BLK	Pokémon
BLK	75	Minccino	CBasic	Common	$0.08	0.03€	Minccino BLK 75	145	Minccino BLK	Pokémon
BLK	76	Cinccino	CStage 1	Uncommon	$0.05	0.05€	Cinccino BLK 76	145	Cinccino BLK	Pokémon
BLK	77	Rufflet	CBasic	Common	$0.08	0.04€	Rufflet BLK 77	145	Rufflet BLK	Pokémon
BLK	78	Braviary	CStage 1	Uncommon	$0.06	0.03€	Braviary BLK 78	145	Braviary BLK	Pokémon
BLK	79	Air Balloon	Tool	Uncommon	$1.51	1.02€	Air Balloon BLK 79	145	Air Balloon BLK	Tool
BLK	80	Antique Cover Fossil	Item	Common	$0.10	0.05€	Antique Cover Fossil BLK 80	145	Antique Cover Fossil BLK	Item
BLK	81	Energy Coin	Item	Uncommon	$0.10	0.07€	Energy Coin BLK 81	145	Energy Coin BLK	Item
BLK	82	Fennel	Supporter	Uncommon	$0.11	0.08€	Fennel BLK 82	145	Fennel BLK	Supporter
BLK	83	N's Plan	Supporter	Uncommon	$0.20	0.14€	N's Plan BLK 83	145	N's Plan BLK	Supporter
BLK	84	Pokégear 3.0	Item	Uncommon	$0.25	0.44€	Pokégear 3.0 BLK 84	145	Pokégear 3.0 BLK	Item
BLK	85	Professor's Research	Supporter	Uncommon	$0.11	0.07€	Professor's Research BLK 85	145	Professor's Research BLK	Supporter
BLK	86	Prism Energy	Special Energy	Uncommon	$0.54	0.36€	Prism Energy BLK 86	145	Prism Energy BLK	Special Energy
BLK	87	Snivy	GBasic	Art Rare	$22.89	16.95€	Snivy BLK 87	145	Snivy BLK	Pokémon
BLK	88	Servine	GStage 1	Art Rare	$13.59	11.40€	Servine BLK 88	145	Servine BLK	Pokémon
BLK	89	Pansage	GBasic	Art Rare	$6.04	11.94€	Pansage BLK 89	145	Pansage BLK	Pokémon
BLK	90	Simisage	GStage 1	Art Rare	$9.01	11.00€	Simisage BLK 90	145	Simisage BLK	Pokémon
BLK	91	Petilil	GBasic	Art Rare	$8.80	8.48€	Petilil BLK 91	145	Petilil BLK	Pokémon
BLK	92	Lilligant	GStage 1	Art Rare	$20.09	13.50€	Lilligant BLK 92	145	Lilligant BLK	Pokémon
BLK	93	Maractus	GBasic	Art Rare	$5.80	5.98€	Maractus BLK 93	145	Maractus BLK	Pokémon
BLK	94	Karrablast	GBasic	Art Rare	$7.47	12.83€	Karrablast BLK 94	145	Karrablast BLK	Pokémon
BLK	95	Foongus	GBasic	Art Rare	$10.13	12.03€	Foongus BLK 95	145	Foongus BLK	Pokémon
BLK	96	Amoonguss	GStage 1	Art Rare	$15.69	17.16€	Amoonguss BLK 96	145	Amoonguss BLK	Pokémon
BLK	97	Darumaka	RBasic	Art Rare	$7.69	8.41€	Darumaka BLK 97	145	Darumaka BLK	Pokémon
BLK	98	Darmanitan	RStage 1	Art Rare	$7.30	8.09€	Darmanitan BLK 98	145	Darmanitan BLK	Pokémon
BLK	99	Larvesta	RBasic	Art Rare	$15.07	8.51€	Larvesta BLK 99	145	Larvesta BLK	Pokémon
BLK	100	Volcarona	RStage 1	Art Rare	$22.95	33.99€	Volcarona BLK 100	145	Volcarona BLK	Pokémon
BLK	101	Panpour	WBasic	Art Rare	$7.39	8.59€	Panpour BLK 101	145	Panpour BLK	Pokémon
BLK	102	Simipour	WStage 1	Art Rare	$15.15	1.50€	Simipour BLK 102	145	Simipour BLK	Pokémon
BLK	103	Tympole	WBasic	Art Rare	$5.98	19.89€	Tympole BLK 103	145	Tympole BLK	Pokémon
BLK	104	Palpitoad	WStage 1	Art Rare	$7.35	-	Palpitoad BLK 104	145	Palpitoad BLK	Pokémon
BLK	105	Seismitoad	WStage 2	Art Rare	$106.14	37.79€	Seismitoad BLK 105	145	Seismitoad BLK	Pokémon
BLK	106	Tirtouga	WStage 1	Art Rare	$13.43	13.25€	Tirtouga BLK 106	145	Tirtouga BLK	Pokémon
BLK	107	Carracosta	WStage 2	Art Rare	$7.87	9.65€	Carracosta BLK 107	145	Carracosta BLK	Pokémon
BLK	108	Alomomola	WBasic	Art Rare	$9.62	9.60€	Alomomola BLK 108	145	Alomomola BLK	Pokémon
BLK	109	Cubchoo	WBasic	Art Rare	$9.60	10.76€	Cubchoo BLK 109	145	Cubchoo BLK	Pokémon
BLK	110	Beartic	WStage 1	Art Rare	$7.98	9.92€	Beartic BLK 110	145	Beartic BLK	Pokémon
BLK	111	Cryogonal	WBasic	Art Rare	$8.55	13.98€	Cryogonal BLK 111	145	Cryogonal BLK	Pokémon
BLK	112	Emolga	LBasic	Art Rare	$8.42	12.85€	Emolga BLK 112	145	Emolga BLK	Pokémon
BLK	113	Tynamo	LBasic	Art Rare	$13.52	10.66€	Tynamo BLK 113	145	Tynamo BLK	Pokémon
BLK	114	Eelektrik	LStage 1	Art Rare	$17.04	19.36€	Eelektrik BLK 114	145	Eelektrik BLK	Pokémon
BLK	115	Eelektross	LStage 2	Art Rare	$9.95	19.99€	Eelektross BLK 115	145	Eelektross BLK	Pokémon
BLK	116	Munna	PBasic	Art Rare	$10.47	10.90€	Munna BLK 116	145	Munna BLK	Pokémon
BLK	117	Musharna	PStage 1	Art Rare	$7.89	8.10€	Musharna BLK 117	145	Musharna BLK	Pokémon
BLK	118	Solosis	PBasic	Art Rare	$11.97	12.00€	Solosis BLK 118	145	Solosis BLK	Pokémon
BLK	119	Duosion	PStage 1	Art Rare	$11.06	11.16€	Duosion BLK 119	145	Duosion BLK	Pokémon
BLK	120	Elgyem	PBasic	Art Rare	$7.98	6.25€	Elgyem BLK 120	145	Elgyem BLK	Pokémon
BLK	121	Beheeyem	PStage 1	Art Rare	$6.66	10.72€	Beheeyem BLK 121	145	Beheeyem BLK	Pokémon
BLK	122	Golett	PBasic	Art Rare	$7.68	12.95€	Golett BLK 122	145	Golett BLK	Pokémon
BLK	123	Golurk	PStage 1	Art Rare	$6.40	9.00€	Golurk BLK 123	145	Golurk BLK	Pokémon
BLK	124	Drilbur	FBasic	Art Rare	$6.48	8.84€	Drilbur BLK 124	145	Drilbur BLK	Pokémon
BLK	125	Timburr	FBasic	Art Rare	$7.06	10.48€	Timburr BLK 125	145	Timburr BLK	Pokémon
BLK	126	Gurdurr	FStage 1	Art Rare	$5.53	11.38€	Gurdurr BLK 126	145	Gurdurr BLK	Pokémon
BLK	127	Conkeldurr	FStage 2	Art Rare	$21.23	-	Conkeldurr BLK 127	145	Conkeldurr BLK	Pokémon
BLK	128	Throh	FBasic	Art Rare	$6.18	7.77€	Throh BLK 128	145	Throh BLK	Pokémon
BLK	129	Dwebble	FBasic	Art Rare	$16.47	14.24€	Dwebble BLK 129	145	Dwebble BLK	Pokémon
BLK	130	Crustle	FStage 1	Art Rare	$4.57	10.00€	Crustle BLK 130	145	Crustle BLK	Pokémon
